id,title,category,company,format,level,salary,link
34887,Продуктовый аналитик,analytics,Т-Банк,гибрид Москва,lead,~ от 331 400 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34887
34886,Backend Developer,development,DataLouna,удалённо,senior,от 400 000 ₽,https://hirehi.ru/development/backend-developer-34886
34885,qa engineer (manual),qa,IREV,удалённо,lead,от 200 000 ₽,https://hirehi.ru/qa/qa-engineer-manual-34885
34884,product lead,management,WeLoveNoCode,офис Сан-Франциско,lead,~ от 850 500 ₽,https://hirehi.ru/management/product-lead-34884
34883,Java разработчик,development,Сбер,гибрид Москва,middle,~ от 231 400 ₽,https://hirehi.ru/development/java-razrabotchik-34883
34882,support engineer,devops,Сбер,офис Москва,middle,до 180 000 ₽,https://hirehi.ru/devops/support-engineer-34882
34881,tech lead,development,Сбер,офис Москва,lead,~ от 427 800 ₽,https://hirehi.ru/development/tech-lead-34881
34880,product lead,management,NDA,офис,lead,~ от 335 800 ₽,https://hirehi.ru/management/product-lead-34880
34879,Системный аналитик,analytics,Сбер,офис Москва,middle,~ от 221 300 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34879
34878,marketing specialist,marketing,NDA,офис Лимассол,junior,~ от 138 600 ₽,https://hirehi.ru/marketing/marketing-specialist-34878
34877,Rust Developer,development,Wildberries,удалённо,middle,~ от 253 200 ₽,https://hirehi.ru/development/rust-developer-34877
34876,full stack developer,development,NDA,удалённо,middle,~ от 246 000 ₽,https://hirehi.ru/development/full-stack-developer-34876
34875,qa engineer (auto),qa,NDA,удалённо,senior,~ от 302 200 ₽,https://hirehi.ru/qa/qa-engineer-auto-34875
34874,1С разработчик,development,Островок,удалённо,middle,~ от 220 600 ₽,https://hirehi.ru/development/1s-razrabotchik-34874
34873,product manager,management,NDA,офис Москва,middle,~ от 224 000 ₽,https://hirehi.ru/management/product-manager-34873
34872,product manager,management,Золотое Яблоко,офис Москва,senior,~ от 311 900 ₽,https://hirehi.ru/management/product-manager-34872
34871,product manager,management,NDA,удалённо,middle,~ от 218 800 ₽,https://hirehi.ru/management/product-manager-34871
34870,automation qa,qa,MEDvidi,удалённо,senior,~ от 300 500 ₽,https://hirehi.ru/qa/automation-qa-34870
34869,media buyer,marketing,NDA,удалённо,middle,~ от 155 900 ₽,https://hirehi.ru/marketing/media-buyer-34869
34868,automation qa,qa,NDA,офис Алматы,senior,~ от 230 000 ₽,https://hirehi.ru/qa/automation-qa-34868
34867,Дизайнер продукта,design,Мототехник,удалённо,middle,~ от 140 300 ₽,https://hirehi.ru/design/dizainer-produkta-34867
34866,программист 1с,development,NDA,офис Тула,senior,от 400 000 ₽,https://hirehi.ru/development/programmist-1s-34866
34865,тестировщик (manual),qa,АвтоЭксперт,удалённо,middle,~ от 163 500 ₽,https://hirehi.ru/qa/testirovschik-manual-34865
34864,Product Manager,management,Альфа-Банк,гибрид Москва,middle,~ от 258 300 ₽,https://hirehi.ru/management/product-manager-34864
34863,marketing manager,marketing,CineArty,удалённо,middle,~ от 244 500 ₽,https://hirehi.ru/marketing/marketing-manager-34863
34862,media buyer,marketing,NDA,удалённо,middle,~ от 134 200 ₽,https://hirehi.ru/marketing/media-buyer-34862
34861,manual qa,qa,Syntegrico,гибрид,middle,~ от 146 700 ₽,https://hirehi.ru/qa/manual-qa-34861
34860,product designer,design,MEDvidi,удалённо,senior,~ от 330 700 ₽,https://hirehi.ru/design/product-designer-34860
34859,react native developer,development,Preply,гибрид Барселона,senior,~ от 440 600 ₽,https://hirehi.ru/development/react-native-developer-34859
34858,Java Developer,development,Сбер,офис Москва,middle,~ от 226 400 ₽,https://hirehi.ru/development/java-developer-34858
34857,графический дизайнер,design,NDA,удалённо,middle,~ от 146 800 ₽,https://hirehi.ru/design/graficheskii-dizainer-34857
34856,manual qa,qa,N1 Partners,удалённо,middle,~ от 205 200 ₽,https://hirehi.ru/qa/manual-qa-34856
34855,product manager,management,N1 Partners,удалённо,middle,~ от 247 500 ₽,https://hirehi.ru/management/product-manager-34855
34854,Frontend Developer,development,Wildberries,удалённо,middle,~ от 224 600 ₽,https://hirehi.ru/development/frontend-developer-34854
34853,product designer,design,Higgsfield AI,офис Алматы,middle,~ от 210 900 ₽,https://hirehi.ru/design/product-designer-34853
34852,Продуктовый аналитик,analytics,Ozon,удалённо,senior,~ от 304 700 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34852
34851,product designer,design,Nebius,удалённо,senior,~ от 420 600 ₽,https://hirehi.ru/design/product-designer-34851
34850,media buyer,marketing,NDA,удалённо,senior,~ от 263 000 ₽,https://hirehi.ru/marketing/media-buyer-34850
34849,media buyer,marketing,NDA,удалённо,senior,~ от 273 100 ₽,https://hirehi.ru/marketing/media-buyer-34849
34848,fullstack developer,development,NDA,удалённо,middle,от 200 000 ₽,https://hirehi.ru/development/fullstack-developer-34848
34847,Продуктовый дизайнер,design,Сбер,гибрид Москва,senior,~ от 283 800 ₽,https://hirehi.ru/design/produktovyi-dizainer-34847
34846,c#/.net разработчик,development,Ozon,удалённо,lead,~ от 456 800 ₽,https://hirehi.ru/development/c-net-razrabotchik-34846
34845,QA тестировщик (manual),qa,ArbiHunter,удалённо,middle,от 100 000 ₽,https://hirehi.ru/qa/qa-testirovschik-manual-34845
34844,Python разработчик,development,CVAT.ai,удалённо,senior,~ от 400 600 ₽,https://hirehi.ru/development/python-razrabotchik-34844
34843,Java Developer,development,Плюс Фантех,гибрид Москва,middle,~ от 242 800 ₽,https://hirehi.ru/development/java-developer-34843
34842,ml engineer,development,Kaspi.kz,офис Алматы,middle,~ от 200 600 ₽,https://hirehi.ru/development/ml-engineer-34842
34841,инженер по тестированию (manual),qa,ВКонтакте,удалённо по РФ,middle,~ от 185 300 ₽,https://hirehi.ru/qa/inzhener-po-testirovaniyu-manual-34841
34840,product manager,management,NDA,удалённо,junior,~ от 158 300 ₽,https://hirehi.ru/management/product-manager-34840
34839,go разработчик,development,BetBoom,удалённо,senior,~ от 312 700 ₽,https://hirehi.ru/development/go-razrabotchik-34839
34837,Full Stack Developer,development,МЕРА,удалённо,junior,до 120 000 ₽,https://hirehi.ru/development/full-stack-developer-34837
34836,UX/UI дизайнер,design,Every,удалённо,middle,~ от 151 500 ₽,https://hirehi.ru/design/ux-ui-dizainer-34836
34835,react native developer,development,NDA,удалённо,senior,~ от 454 100 ₽,https://hirehi.ru/development/react-native-developer-34835
34834,project manager,management,NDA,удалённо,middle,~ от 225 600 ₽,https://hirehi.ru/management/project-manager-34834
34833,affiliate manager,marketing,nomo,удалённо,middle,~ от 196 000 ₽,https://hirehi.ru/marketing/affiliate-manager-34833
34832,c# developer,development,NDA,удалённо,middle,~ от 178 400 ₽,https://hirehi.ru/development/c-developer-34832
34830,full-stack developer,development,NDA,удалённо,middle,~ от 302 700 ₽,https://hirehi.ru/development/full-stack-developer-34830
34829,Python Developer,development,Сбер,гибрид Москва,middle,~ от 241 700 ₽,https://hirehi.ru/development/python-developer-34829
34828,System Analyst,analytics,Сбер,гибрид Москва,middle,~ от 207 800 ₽,https://hirehi.ru/analytics/system-analyst-34828
34827,kotlin developer,development,Eclipse Digital,удалённо по РФ,senior,~ от 304 100 ₽,https://hirehi.ru/development/kotlin-developer-34827
34826,crm-маркетолог,marketing,ГК «МЕТРЫ»,удалённо,middle,от 80 000 ₽,https://hirehi.ru/marketing/crm-marketolog-34826
34825,fullstack разработчик,development,CyberHall,удалённо,middle,~ от 255 100 ₽,https://hirehi.ru/development/fullstack-razrabotchik-34825
34824,Data Analyst,analytics,Авито,удалённо,middle,~ от 224 700 ₽,https://hirehi.ru/analytics/data-analyst-34824
34823,Менеджер проекта,management,OKTEND,удалённо,junior,~ от 57 000 ₽,https://hirehi.ru/management/menedzher-proekta-34823
34822,Web Designer,design,Insaim,удалённо,senior,~ от 232 200 ₽,https://hirehi.ru/design/web-designer-34822
34821,project manager,management,NDA,офис Лимассол,head,~ от 673 900 ₽,https://hirehi.ru/management/project-manager-34821
34820,аналитик данных,analytics,NDA,гибрид Дубай,lead,~ от 580 200 ₽,https://hirehi.ru/analytics/analitik-dannyh-34820
34819,QA Engineer (manual),qa,Wildberries,удалённо,junior,~ от 94 000 ₽,https://hirehi.ru/qa/qa-engineer-manual-34819
34818,аналитик данных,analytics,Сбер,офис Москва,junior,от 130 000 ₽,https://hirehi.ru/analytics/analitik-dannyh-34818
34814,Системный аналитик,analytics,Сбер,офис Н.Новгород,senior,~ от 206 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34814
34813,influence marketing manager,marketing,LogiсLike,удалённо,middle,~ от 131 600 ₽,https://hirehi.ru/marketing/influence-marketing-manager-34813
34812,Python разработчик,development,Arenadata,удалённо,senior,~ от 316 800 ₽,https://hirehi.ru/development/python-razrabotchik-34812
34811,разработчик 1с,development,NDA,удалённо по РФ,senior,от 180 000 ₽,https://hirehi.ru/development/razrabotchik-1s-34811
34810,sre,devops,Yandex Cloud,гибрид,middle,~ от 221 000 ₽,https://hirehi.ru/devops/sre-34810
34809,automation qa,qa,Eclipse Digital,удалённо по РФ,senior,~ от 255 100 ₽,https://hirehi.ru/qa/automation-qa-34809
34808,devops инженер,devops,NDA,удалённо по РФ,senior,~ от 332 400 ₽,https://hirehi.ru/devops/devops-inzhener-34808
34807,smm-специалист,marketing,NDA,удалённо,junior,до 20 000 ₽,https://hirehi.ru/marketing/smm-spetsialist-34807
34806,Менеджер проектов,management,Т1,удалённо,middle,~ от 212 200 ₽,https://hirehi.ru/management/menedzher-proektov-34806
34804,performance marketing manager,marketing,iGaming,удалённо,senior,~ от 335 200 ₽,https://hirehi.ru/marketing/performance-marketing-manager-34804
34803,аналитик данных,analytics,FunFarm,удалённо,middle,~ от 226 500 ₽,https://hirehi.ru/analytics/analitik-dannyh-34803
34802,Системный аналитик,analytics,ВТБ,удалённо по РФ,senior,~ от 272 100 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34802
34801,automation qa,qa,Сбер,гибрид Питер,middle,~ от 218 300 ₽,https://hirehi.ru/qa/automation-qa-34801
34800,Golang Developer,development,ВКонтакте,удалённо по РФ,senior,~ от 334 100 ₽,https://hirehi.ru/development/golang-developer-34800
34799,инженер по тестированию (auto),qa,Skyro,удалённо,middle,~ от 220 700 ₽,https://hirehi.ru/qa/inzhener-po-testirovaniyu-auto-34799
34798,manual qa,qa,NDA,удалённо,senior,~ от 254 200 ₽,https://hirehi.ru/qa/manual-qa-34798
34797,QA Engineer (manual),qa,Авито,удалённо,intern,~ от 60 800 ₽,https://hirehi.ru/qa/qa-engineer-manual-34797
34795,devops engineer,devops,NDA,удалённо,middle,~ от 235 600 ₽,https://hirehi.ru/devops/devops-engineer-34795
34794,Тестировщик (auto),qa,JetBrains,удалённо,middle,~ от 335 600 ₽,https://hirehi.ru/qa/testirovschik-auto-34794
34793,Системный аналитик,analytics,Aston,удалённо,middle,~ от 173 800 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34793
34792,разработчик c++,development,CUMAN,офис Астана,middle,от 74 000 ₽,https://hirehi.ru/development/razrabotchik-c-34792
34791,Brand Manager,marketing,NDA,офис Москва,senior,~ от 264 000 ₽,https://hirehi.ru/marketing/brand-manager-34791
34790,1с разработчик,development,ЛОГОПЕР,офис Москва,senior,от 250 000 ₽,https://hirehi.ru/development/1s-razrabotchik-34790
34789,manual qa,qa,Presight.ai,офис Абу-Даби,middle,от 520 000 ₽,https://hirehi.ru/qa/manual-qa-34789
34788,manual qa,qa,NDA,удалённо,senior,от 329 000 ₽,https://hirehi.ru/qa/manual-qa-34788
34787,Product Analyst,analytics,ВКонтакте,гибрид Москва,middle,~ от 185 300 ₽,https://hirehi.ru/analytics/product-analyst-34787
34786,Java Developer,development,Сбер,гибрид Москва,senior,~ от 271 000 ₽,https://hirehi.ru/development/java-developer-34786
34785,Продуктовый аналитик,analytics,Ozon,гибрид Москва,intern,~ от 48 800 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34785
34784,System Analyst,analytics,Сбер,офис Сочи,senior,~ от 230 300 ₽,https://hirehi.ru/analytics/system-analyst-34784
34783,Product Owner,management,Ozon,гибрид Москва,intern,~ от 68 500 ₽,https://hirehi.ru/management/product-owner-34783
34782,Java разработчик,development,Сбер,гибрид Казань,middle,~ от 220 800 ₽,https://hirehi.ru/development/java-razrabotchik-34782
34781,devops engineer,devops,ВКонтакте,удалённо по РФ,middle,~ от 200 700 ₽,https://hirehi.ru/devops/devops-engineer-34781
34780,UX/UI дизайнер,design,ROSSKO,удалённо,middle,от 220 000 ₽,https://hirehi.ru/design/ux-ui-dizainer-34780
34779,machine learning engineer,development,Ozon,удалённо,senior,~ от 355 600 ₽,https://hirehi.ru/development/machine-learning-engineer-34779
34778,Product Designer,design,НАЛИТЕК,гибрид Москва,middle,от 150 000 ₽,https://hirehi.ru/design/product-designer-34778
34777,1С программист,development,Лоция,удалённо,senior,~ от 244 100 ₽,https://hirehi.ru/development/1s-programmist-34777
34776,tech lead,development,Т-Банк,гибрид Москва,lead,~ от 480 300 ₽,https://hirehi.ru/development/tech-lead-34776
34775,ml engineer,development,NDA,удалённо,lead,~ от 444 500 ₽,https://hirehi.ru/development/ml-engineer-34775
34774,Системный аналитик,analytics,Ozon,гибрид Москва,senior,~ от 265 700 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34774
34773,devops инженер,devops,Viscur,удалённо,middle,от 300 000 ₽,https://hirehi.ru/devops/devops-inzhener-34773
34772,cpo,management,NDA,удалённо,head,~ от 700 100 ₽,https://hirehi.ru/management/cpo-34772
34771,Дата аналитик,analytics,inDrive,гибрид Алматы,senior,~ от 240 200 ₽,https://hirehi.ru/analytics/data-analitik-34771
34770,Java разработчик,development,JetBrains,удалённо,senior,~ от 596 200 ₽,https://hirehi.ru/development/java-razrabotchik-34770
34769,руководитель проектов,management,NDA,удалённо,middle,от 140 000 ₽,https://hirehi.ru/management/rukovoditel-proektov-34769
34768,графический дизайнер,design,NDA,удалённо,middle,от 120 000 ₽,https://hirehi.ru/design/graficheskii-dizainer-34768
34767,data engineer,development,Centicore,удалённо по РФ,senior,от 400 000 ₽,https://hirehi.ru/development/data-engineer-34767
34766,automation qa,qa,NDA,удалённо,middle,~ от 176 400 ₽,https://hirehi.ru/qa/automation-qa-34766
34765,backend developer,development,Interexy,удалённо,senior,~ от 404 400 ₽,https://hirehi.ru/development/backend-developer-34765
34764,content marketing manager,marketing,NDA,удалённо,middle,~ от 236 900 ₽,https://hirehi.ru/marketing/content-marketing-manager-34764
34763,UX/UI дизайнер,design,Бизнес Технологии,офис Питер,middle,~ от 130 800 ₽,https://hirehi.ru/design/ux-ui-dizainer-34763
34762,1С программист,development,AYROSA,удалённо,middle,от 195 000 ₽,https://hirehi.ru/development/1s-programmist-34762
34761,QA Engineer (manual),qa,Smart Horizon,удалённо по РФ,middle,до 150 000 ₽,https://hirehi.ru/qa/qa-engineer-manual-34761
34760,Java Developer,development,Сбер,гибрид Москва,middle,~ от 210 100 ₽,https://hirehi.ru/development/java-developer-34760
34759,golang engineer,development,Сбер,гибрид Москва,lead,~ от 412 400 ₽,https://hirehi.ru/development/golang-engineer-34759
34758,data analyst,analytics,Muse Group,удалённо,middle,~ от 304 000 ₽,https://hirehi.ru/analytics/data-analyst-34758
34757,automation qa,qa,NDA,удалённо по РФ,lead,до 400 000 ₽,https://hirehi.ru/qa/automation-qa-34757
34756,marketing analyst,marketing,Paynet,офис,middle,~ от 84 900 ₽,https://hirehi.ru/marketing/marketing-analyst-34756
34755,marketing analyst,marketing,Умскул,удалённо,middle,~ от 120 200 ₽,https://hirehi.ru/marketing/marketing-analyst-34755
34754,fullstack developer,development,IntexSoft,офис,junior,~ от 82 200 ₽,https://hirehi.ru/development/fullstack-developer-34754
34753,ручной тестировщик,qa,Ренессанс,удалённо по РФ,middle,от 120 000 ₽,https://hirehi.ru/qa/ruchnoi-testirovschik-34753
34752,продуктовый аналитик,analytics,Эйлер Аналитические Технологии,удалённо по РФ,middle,до 350 000 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34752
34751,project manager,management,Stake Shark,офис Москва,middle,~ от 120 600 ₽,https://hirehi.ru/management/project-manager-34751
34750,Продуктовый аналитик,analytics,Звук,гибрид Москва,middle,~ от 200 900 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34750
34749,smm-менеджер,marketing,NDA,удалённо,middle,~ от 57 700 ₽,https://hirehi.ru/marketing/smm-menedzher-34749
34748,project manager,management,Nebius,удалённо,senior,~ от 1 566 666 ₽,https://hirehi.ru/management/project-manager-34748
34747,cto,development,КРОК,офис Москва,lead,~ от 550 500 ₽,https://hirehi.ru/development/cto-34747
34746,backend developer,development,Ibrat Academy,офис Ташкент,middle,от 80 000 ₽,https://hirehi.ru/development/backend-developer-34746
34745,Business Analyst,analytics,Сбер,гибрид Москва,middle,~ от 214 500 ₽,https://hirehi.ru/analytics/business-analyst-34745
34744,Аналитик данных,analytics,Авито,удалённо,middle,~ от 210 200 ₽,https://hirehi.ru/analytics/analitik-dannyh-34744
34743,дата аналитик,analytics,13tm,удалённо по РФ,middle,~ от 316 900 ₽,https://hirehi.ru/analytics/data-analitik-34743
34742,Product Designer,design,ДОМ.РФ,удалённо,middle,~ от 172 700 ₽,https://hirehi.ru/design/product-designer-34742
34741,Frontend разработчик,development,Wiregate,удалённо,middle,от 140 000 ₽,https://hirehi.ru/development/frontend-razrabotchik-34741
34740,product manager,management,NDA,удалённо,middle,~ от 228 000 ₽,https://hirehi.ru/management/product-manager-34740
34739,Разработчик 1С,development,Aston,удалённо,middle,~ от 151 700 ₽,https://hirehi.ru/development/razrabotchik-1s-34739
34738,графический дизайнер,design,CMNDA,удалённо,middle,~ от 80 300 ₽,https://hirehi.ru/design/graficheskii-dizainer-34738
34737,графический дизайнер,design,Моменты,удалённо,junior,~ от 39 700 ₽,https://hirehi.ru/design/graficheskii-dizainer-34737
34736,аналитик данных,analytics,SBS Consulting,офис Москва,junior,от 100 000 ₽,https://hirehi.ru/analytics/analitik-dannyh-34736
34735,QA Engineer (auto),qa,Aston,удалённо,intern,~ от 40 300 ₽,https://hirehi.ru/qa/qa-engineer-auto-34735
34734,devops engineer,devops,NDA,удалённо по РФ,senior,от 200 150 ₽,https://hirehi.ru/devops/devops-engineer-34734
34733,smm-специалист,marketing,ГЛАВСНАБ,удалённо,middle,до 100 000 ₽,https://hirehi.ru/marketing/smm-spetsialist-34733
34731,Системный аналитик,analytics,Сбер,офис Москва,senior,~ от 326 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34731
34730,Frontend Developer,development,Сбер,гибрид Москва,senior,~ от 314 000 ₽,https://hirehi.ru/development/frontend-developer-34730
34729,System Analyst,analytics,Промсвязьбанк,офис Москва,intern,от 78 000 ₽,https://hirehi.ru/analytics/system-analyst-34729
34727,арт-директор,design,ИНГОССТРАХ,офис Москва,lead,~ от 270 500 ₽,https://hirehi.ru/design/art-direktor-34727
34726,C++ разработчик,development,ВКонтакте,гибрид Москва,middle,~ от 228 500 ₽,https://hirehi.ru/development/c-razrabotchik-34726
34725,C++ разработчик,development,Яндекс Инфраструктура,гибрид,middle,~ от 252 600 ₽,https://hirehi.ru/development/c-razrabotchik-34725
34724,affiliate manager,marketing,NDA,удалённо,senior,~ от 237 000 ₽,https://hirehi.ru/marketing/affiliate-manager-34724
34723,growth marketing manager,marketing,NDA,удалённо,middle,~ от 202 800 ₽,https://hirehi.ru/marketing/growth-marketing-manager-34723
34722,python разработчик,development,NDA,удалённо по РФ,senior,~ от 240 300 ₽,https://hirehi.ru/development/python-razrabotchik-34722
34721,devops engineer,devops,NDA,удалённо по РФ,senior,~ от 234 600 ₽,https://hirehi.ru/devops/devops-engineer-34721
34720,Системный аналитик,analytics,MobileUp,удалённо по РФ,middle,от 200 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-34720
34719,веб-дизайнер,design,WGG Marketing Management,удалённо,middle,от 40 000 ₽,https://hirehi.ru/design/veb-dizainer-34719
34718,performance manager,marketing,NDA,офис Пафос,senior,~ от 281 100 ₽,https://hirehi.ru/marketing/performance-manager-34718
34717,разработчик баз данных,development,Interexy,удалённо,senior,~ от 327 500 ₽,https://hirehi.ru/development/razrabotchik-baz-dannyh-34717
34716,media buyer,marketing,NDA,удалённо,senior,~ от 193 000 ₽,https://hirehi.ru/marketing/media-buyer-34716
34715,seo specialist,marketing,NDA,удалённо,middle,~ от 81 400 ₽,https://hirehi.ru/marketing/seo-specialist-34715
34714,UX/UI дизайнер,design,Эксбо Север,гибрид Питер,middle,~ от 147 200 ₽,https://hirehi.ru/design/ux-ui-dizainer-34714
34713,Android Developer,development,ВКонтакте,удалённо по РФ,senior,~ от 333 800 ₽,https://hirehi.ru/development/android-developer-34713
34712,product manager,management,NDA,гибрид Москва,middle,~ от 240 500 ₽,https://hirehi.ru/management/product-manager-34712
34711,automation qa,qa,Сбер,гибрид Москва,junior,~ от 90 800 ₽,https://hirehi.ru/qa/automation-qa-34711
34710,product analyst,analytics,Kosmos,удалённо,senior,~ от 233 900 ₽,https://hirehi.ru/analytics/product-analyst-34710
34709,automation qa,qa,Магнит,удалённо по РФ,middle,~ от 201 200 ₽,https://hirehi.ru/qa/automation-qa-34709
34708,инженер по тестированию (manual),qa,ВКонтакте,удалённо по РФ,senior,~ от 221 700 ₽,https://hirehi.ru/qa/inzhener-po-testirovaniyu-manual-34708
34707,Backend разработчик,development,Яндекс Транспорт,офис Москва,middle,~ от 246 700 ₽,https://hirehi.ru/development/backend-razrabotchik-34707
34706,инженер по тестированию (auto),qa,Ozon,удалённо,middle,~ от 197 700 ₽,https://hirehi.ru/qa/inzhener-po-testirovaniyu-auto-34706
34705,backend разработчик,development,Airba Fresh,гибрид Алматы,middle,до 240 000 ₽,https://hirehi.ru/development/backend-razrabotchik-34705
34704,automation qa,qa,Ozon,удалённо,senior,~ от 264 000 ₽,https://hirehi.ru/qa/automation-qa-34704
34703,automation qa,qa,Ozon,удалённо,middle,~ от 215 100 ₽,https://hirehi.ru/qa/automation-qa-34703
34702,.NET разработчик,development,Aston,удалённо,senior,~ от 218 000 ₽,https://hirehi.ru/development/net-razrabotchik-34702
34701,automation qa,qa,Prequel,удалённо,junior,от 80 000 ₽,https://hirehi.ru/qa/automation-qa-34701
34700,user acquisition manager,marketing,VIZOR APPS,удалённо,senior,~ от 243 500 ₽,https://hirehi.ru/marketing/user-acquisition-manager-34700
34699,smm specialist,marketing,NDA,удалённо,middle,~ от 154 100 ₽,https://hirehi.ru/marketing/smm-specialist-34699
34698,iOS Developer,development,MANGO FZCO,удалённо,senior,от 400 000 ₽,https://hirehi.ru/development/ios-developer-34698
34697,Backend Developer,development,Яндекс Инфраструктура,гибрид,lead,~ от 415 200 ₽,https://hirehi.ru/development/backend-developer-34697
34696,веб-дизайнер,design,TOP MAN DIGITAL,удалённо,middle,от 70 000 ₽,https://hirehi.ru/design/veb-dizainer-34696
34693,Продуктовый аналитик,analytics,Альфа-Банк,удалённо по РФ,middle,~ от 234 600 ₽,https://hirehi.ru/analytics/produktovyi-analitik-34693
34691,head of crm,marketing,Topcotek,офис Лимассол,lead,~ от 351 300 ₽,https://hirehi.ru/marketing/head-of-crm-34691
34690,affiliate manager,marketing,NDA,удалённо,middle,~ от 160 600 ₽,https://hirehi.ru/marketing/affiliate-manager-34690
34689,python developer,development,NDA,удалённо,middle,~ от 220 500 ₽,https://hirehi.ru/development/python-developer-34689
34688,руководитель продукта,management,Циан,удалённо,head,~ от 451 700 ₽,https://hirehi.ru/management/rukovoditel-produkta-34688
34687,mobile developer,development,NDA,удалённо,junior,зп не указана,https://hirehi.ru/development/mobile-developer-34687
34686,графический дизайнер,design,Human,гибрид Москва,middle,~ от 120 800 ₽,https://hirehi.ru/design/graficheskii-dizainer-34686
34685,менеджер продукта,management,FIX,удалённо по РФ,middle,~ от 234 700 ₽,https://hirehi.ru/management/menedzher-produkta-34685
34684,python developer,development,Pine Forest AI,удалённо,middle,~ от 150 500 ₽,https://hirehi.ru/development/python-developer-34684
34683,backend разработчик,development,Tangem,удалённо,senior,от 400 000 ₽,https://hirehi.ru/development/backend-razrabotchik-34683
34682,бизнес аналитик,analytics,Digital Direction,офис Караганда,middle,до 100 000 ₽,https://hirehi.ru/analytics/biznes-analitik-34682
34681,devops engineer,devops,Avant IT,удалённо,middle,до 200 000 ₽,https://hirehi.ru/devops/devops-engineer-34681
34680,менеджер проектов,management,билайн,офис,middle,~ от 84 900 ₽,https://hirehi.ru/management/menedzher-proektov-34680
34679,automation qa,qa,Wildberries,удалённо,middle,~ от 180 100 ₽,https://hirehi.ru/qa/automation-qa-34679
34678,Java разработчик,development,Сбер,гибрид Москва,junior,~ от 140 000 ₽,https://hirehi.ru/development/java-razrabotchik-34678
34675,c#/.net разработчик,development,Сбер,гибрид Москва,senior,~ от 337 600 ₽,https://hirehi.ru/development/c-net-razrabotchik-34675
34674,Python Developer,development,Aston,удалённо,middle,~ от 185 600 ₽,https://hirehi.ru/development/python-developer-34674
34673,Go разработчик,development,Бюро 1440,удалённо по РФ,senior,от 250 000 ₽,https://hirehi.ru/development/go-razrabotchik-34673
34672,iOS разработчик,development,Яндекс Карты,гибрид,middle,~ от 210 600 ₽,https://hirehi.ru/development/ios-razrabotchik-34672
34671,backend developer,development,Ozon,удалённо,senior,~ от 356 200 ₽,https://hirehi.ru/development/backend-developer-34671
34670,ppc specialist,marketing,Monetha,удалённо,middle,от 150 000 ₽,https://hirehi.ru/marketing/ppc-specialist-34670
34669,smm-специалист,marketing,NDA,удалённо,junior,~ от 40 600 ₽,https://hirehi.ru/marketing/smm-spetsialist-34669
34668,automation qa,qa,NDA,удалённо,senior,~ от 308 900 ₽,https://hirehi.ru/qa/automation-qa-34668
34667,владелец продукта,management,ДОМ.РФ,гибрид Москва,senior,~ от 320 300 ₽,https://hirehi.ru/management/vladelets-produkta-34667
34666,C++ Developer,development,Яндекс Go,гибрид,senior,~ от 315 000 ₽,https://hirehi.ru/development/c-developer-34666
34665,smm-специалист,marketing,NDA,удалённо,middle,~ от 70 900 ₽,https://hirehi.ru/marketing/smm-spetsialist-34665
34664,SMM-специалист,marketing,MIXIT,удалённо,middle,от 90 000 ₽,https://hirehi.ru/marketing/smm-spetsialist-34664
34663,SEO-специалист,marketing,Finandy,удалённо,middle,от 80 000 ₽,https://hirehi.ru/marketing/seo-spetsialist-34663
34662,marketing manager,marketing,Mayflower,офис Лимассол,senior,~ от 324 700 ₽,https://hirehi.ru/marketing/marketing-manager-34662
34661,affiliate manager,marketing,Finministry.com,удалённо,junior,~ от 80 300 ₽,https://hirehi.ru/marketing/affiliate-manager-34661
34659,User Acquisition Manager,marketing,NDA,удалённо,junior,~ от 60 700 ₽,https://hirehi.ru/marketing/user-acquisition-manager-34659
34658,Frontend разработчик,development,Marfatech,удалённо,senior,~ от 280 800 ₽,https://hirehi.ru/development/frontend-razrabotchik-34658
34657,QA Engineer (auto),qa,Сбер,гибрид Сочи,middle,~ от 210 100 ₽,https://hirehi.ru/qa/qa-engineer-auto-34657
34655,growth marketing manager,marketing,NDA,удалённо,middle,~ от 210 400 ₽,https://hirehi.ru/marketing/growth-marketing-manager-34655
34654,Бизнес аналитик,analytics,Aston,удалённо,middle,~ от 165 200 ₽,https://hirehi.ru/analytics/biznes-analitik-34654
34653,crm manager,marketing,NDA,удалённо,middle,~ от 240 500 ₽,https://hirehi.ru/marketing/crm-manager-34653
34652,владелец продукта,management,NDA,удалённо,middle,от 160 000 ₽,https://hirehi.ru/management/vladelets-produkta-34652
34651,affiliate manager,marketing,NETWORK,удалённо,middle,~ от 202 200 ₽,https://hirehi.ru/marketing/affiliate-manager-34651
