id,title,category,company,level,salary,link,format,city/country
36700,quality assurance (manual),qa,NDA,senior,240000,https://hirehi.ru/qa/quality-assurance-manual-36700,удалённо,РФ
36699,iOS разработчик,development,Экосистема тенниса,senior,350000,https://hirehi.ru/development/ios-razrabotchik-36699,удалённо,Не указано
36697,platform engineer,devops,NDA,senior,372000,https://hirehi.ru/devops/platform-engineer-36697,удалённо,Не указано
36696,growth marketing manager,marketing,NDA,middle,223000,https://hirehi.ru/marketing/growth-marketing-manager-36696,удалённо,Не указано
36695,Бизнес аналитик,analytics,ВТБ,middle,210000,https://hirehi.ru/analytics/biznes-analitik-36695,гибрид,Москва
36694,DevOps инженер,devops,Сбер,senior,345000,https://hirehi.ru/devops/devops-inzhener-36694,гибрид,Москва
36693,Python Developer,development,Сбер,middle,90000,https://hirehi.ru/development/python-developer-36693,гибрид,Нижний Новгород
36692,c++ developer,development,Level 26 Games,senior,320000,https://hirehi.ru/development/c-developer-36692,удалённо,Не указано
36691,Аналитик данных,analytics,Магнит,intern,65000,https://hirehi.ru/analytics/analitik-dannyh-36691,гибрид,Москва
36690,Системный аналитик,analytics,МТС,senior,282000,https://hirehi.ru/analytics/sistemnyi-analitik-36690,удалённо,РФ
36689,Менеджер продукта,management,Cloud.ru,senior,386000,https://hirehi.ru/management/menedzher-produkta-36689,гибрид,Москва
36688,media buyer,marketing,Dicebet,middle,80000,https://hirehi.ru/marketing/media-buyer-36688,офис,Не указано
36687,DevOps Engineer,devops,Касперский,middle,231150,https://hirehi.ru/devops/devops-engineer-36687,удалённо,РФ
36686,Аналитик данных,analytics,Aston,senior,210000,https://hirehi.ru/analytics/analitik-dannyh-36686,удалённо,Не указано
36685,продакт-менеджер,management,NDA,senior,371000,https://hirehi.ru/management/prodakt-menedzher-36685,удалённо,Не указано
36684,Python Developer,development,Сбер,senior,318000,https://hirehi.ru/development/python-developer-36684,офис,Москва
36683,qa engineer (auto),qa,Альфа-банк,middle,180000,https://hirehi.ru/qa/qa-engineer-auto-36683,удалённо,РФ
36682,аналитик данных,analytics,IT People,middle,204000,https://hirehi.ru/analytics/analitik-dannyh-36682,удалённо,РФ
36681,seo specialist,marketing,Elbax,senior,220000,https://hirehi.ru/marketing/seo-specialist-36681,удалённо,Не указано
36680,influencer manager,marketing,ChatPlace,middle,160000,https://hirehi.ru/marketing/influencer-manager-36680,удалённо,Не указано
36679,data engineer,development,Viviane Talents,senior,240000,https://hirehi.ru/development/data-engineer-36679,удалённо,Не указано
36678,smm-менеджер,marketing,HydroForma,junior,40000,https://hirehi.ru/marketing/smm-menedzher-36678,удалённо,Не указано
36677,Vue Developer,development,Сбер,middle,215000,https://hirehi.ru/development/vue-developer-36677,гибрид,Москва
36676,Product Owner,management,Ozon,lead,395000,https://hirehi.ru/management/product-owner-36676,гибрид,Москва
36675,Продуктовый аналитик,analytics,ВКонтакте,senior,320000,https://hirehi.ru/analytics/produktovyi-analitik-36675,гибрид,Москва
36674,C++ разработчик,development,Яндекс Реклама,lead,411000,https://hirehi.ru/development/c-razrabotchik-36674,гибрид,Москва
36673,руководитель продукта,management,Ozon,lead,409000,https://hirehi.ru/management/rukovoditel-produkta-36673,гибрид,Москва
36672,Менеджер продукта,management,Ozon,middle,227000,https://hirehi.ru/management/menedzher-produkta-36672,офис,Москва
36671,seo specialist,marketing,NDA,senior,240000,https://hirehi.ru/marketing/seo-specialist-36671,удалённо,Не указано
36670,fullstack developer,development,Nexora,junior,68000,https://hirehi.ru/development/fullstack-developer-36670,удалённо,Не указано
36669,react native developer,development,NDA,middle,80000,https://hirehi.ru/development/react-native-developer-36669,удалённо,Не указано
36668,Java Developer,development,Aston,lead,325000,https://hirehi.ru/development/java-developer-36668,удалённо,Не указано
36667,C# Developer,development,2ГИС,middle,265000,https://hirehi.ru/development/c-developer-36667,удалённо,Не указано
36666,fullstack developer,development,Capital Network,middle,192000,https://hirehi.ru/development/fullstack-developer-36666,офис,Астана
36665,frontend developer,development,Космос Про Медиа,senior,240000,https://hirehi.ru/development/frontend-developer-36665,удалённо,Не указано
36664,android developer,development,NDA,senior,393000,https://hirehi.ru/development/android-developer-36664,удалённо,Не указано
36663,ios developer,development,IT People,middle,226000,https://hirehi.ru/development/ios-developer-36663,удалённо,РФ
36662,Ml engineer,development,Яндекс Директ,lead,381000,https://hirehi.ru/development/ml-engineer-36662,гибрид,Москва
36661,Golang разработчик,development,Суточно.ру,senior,387000,https://hirehi.ru/development/golang-razrabotchik-36661,удалённо,Не указано
36660,ux/ui-дизайнер,design,VolnitsaGames,middle,172000,https://hirehi.ru/design/ux-ui-dizainer-36660,удалённо,Не указано
36659,automation qa,qa,Сбер,junior,82000,https://hirehi.ru/qa/automation-qa-36659,гибрид,Санкт-Петербург
36658,DevOps Engineer,devops,Muse Group,senior,410000,https://hirehi.ru/devops/devops-engineer-36658,удалённо,Не указано
36657,business analyst,analytics,NDA,middle,168000,https://hirehi.ru/analytics/business-analyst-36657,офис,Минск
36656,fullstack developer,development,Nexora,middle,168000,https://hirehi.ru/development/fullstack-developer-36656,удалённо,Не указано
36655,content manager,marketing,Blackcat,senior,231000,https://hirehi.ru/marketing/content-manager-36655,удалённо,Не указано
36654,infrastructure engineer,devops,ЮМани,middle,231000,https://hirehi.ru/devops/infrastructure-engineer-36654,гибрид,Не указано
36653,head of affiliate,marketing,NDA,lead,200000,https://hirehi.ru/marketing/head-of-affiliate-36653,удалённо,Не указано
36652,DevOps Engineer,devops,Т1,middle,265000,https://hirehi.ru/devops/devops-engineer-36652,удалённо,Не указано
36651,графический дизайнер,design,NDA,middle,110000,https://hirehi.ru/design/graficheskii-dizainer-36651,удалённо,Не указано
36650,head of retention,marketing,NDA,lead,325000,https://hirehi.ru/marketing/head-of-retention-36650,удалённо,Не указано
36649,product manager,management,Спортмастер,middle,211000,https://hirehi.ru/management/product-manager-36649,гибрид,Москва
36648,Менеджер продукта,management,Клевер Коэкс,senior,294000,https://hirehi.ru/management/menedzher-produkta-36648,офис,Москва
36647,quality engineer (auto),qa,Отто.рус,lead,150000,https://hirehi.ru/qa/quality-engineer-auto-36647,удалённо,Не указано
36646,embedded разработчик,development,БЮРО 1440,intern,80000,https://hirehi.ru/development/embedded-razrabotchik-36646,гибрид,Москва
36645,product manager,management,NDA,junior,91000,https://hirehi.ru/management/product-manager-36645,удалённо,Не указано
36644,smm-специалист,marketing,GOOD TEAM,junior,20000,https://hirehi.ru/marketing/smm-spetsialist-36644,удалённо,Не указано
36643,golang developer,development,NDA,senior,250000,https://hirehi.ru/development/golang-developer-36643,удалённо,Не указано
36642,java developer,development,Bell Integrator,senior,347000,https://hirehi.ru/development/java-developer-36642,удалённо,РФ
36641,sql разработчик,development,PaynetEasy,senior,250000,https://hirehi.ru/development/sql-razrabotchik-36641,удалённо,Не указано
36640,backend developer,development,Газпромнефть,junior,65000,https://hirehi.ru/development/backend-developer-36640,гибрид,Санкт-Петербург
36639,php developer,development,NDA,senior,320000,https://hirehi.ru/development/php-developer-36639,удалённо,Не указано
36638,c++ developer,development,Bell Integrator,middle,300000,https://hirehi.ru/development/c-developer-36638,удалённо,Не указано
36637,fullstack developer,development,Технология здоровья,senior,300000,https://hirehi.ru/development/fullstack-developer-36637,удалённо,Не указано
36636,Data Analyst,analytics,Ozon,middle,251000,https://hirehi.ru/analytics/data-analyst-36636,гибрид,Москва
36635,менеджер по продукту,management,Ozon,senior,328000,https://hirehi.ru/management/menedzher-po-produktu-36635,гибрид,Москва
36634,Project Manager,management,Ozon,intern,66000,https://hirehi.ru/management/project-manager-36634,офис,Санкт-Петербург
36633,Продуктовый дизайнер,design,Яндекс Смена,middle,189000,https://hirehi.ru/design/produktovyi-dizainer-36633,офис,Не указано
36632,Data Analyst,analytics,Авито,middle,258000,https://hirehi.ru/analytics/data-analyst-36632,удалённо,Не указано
36631,sysops engineer,devops,МТС,middle,223000,https://hirehi.ru/devops/sysops-engineer-36631,офис,Ростов
36630,ux/ui-дизайнер,design,Флант,middle,183000,https://hirehi.ru/design/ux-ui-dizainer-36630,удалённо,РФ
36629,UX/UI дизайнер,design,Вебиум,junior,68000,https://hirehi.ru/design/ux-ui-dizainer-36629,гибрид,Санкт-Петербург
36628,Дата аналитик,analytics,МТС,intern,67000,https://hirehi.ru/analytics/data-analitik-36628,гибрид,Москва
36627,Data Analyst,analytics,МТС,middle,240000,https://hirehi.ru/analytics/data-analyst-36627,офис,Москва
36626,Backend разработчик,development,Магнит,intern,66000,https://hirehi.ru/development/backend-razrabotchik-36626,гибрид,Краснодар
36625,Backend разработчик,development,Магнит,intern,72000,https://hirehi.ru/development/backend-razrabotchik-36625,гибрид,Краснодар
36624,Системный аналитик,analytics,Магнит,intern,62000,https://hirehi.ru/analytics/sistemnyi-analitik-36624,гибрид,Краснодар
36623,Golang разработчик,development,Сбер,senior,344000,https://hirehi.ru/development/golang-razrabotchik-36623,гибрид,Москва
36622,инженер по тестированию (manual),qa,Сбер,middle,175000,https://hirehi.ru/qa/inzhener-po-testirovaniyu-manual-36622,гибрид,Москва
36620,qa engineer (manual),qa,N1 Partners,middle,220000,https://hirehi.ru/qa/qa-engineer-manual-36620,офис,Не указано
36619,system analyst,analytics,NDA,middle,175000,https://hirehi.ru/analytics/system-analyst-36619,офис,Минск
36617,продакт-менеджер,management,Авито,lead,422000,https://hirehi.ru/management/prodakt-menedzher-36617,удалённо,Не указано
36616,iOS разработчик,development,Ozon,senior,307000,https://hirehi.ru/development/ios-razrabotchik-36616,удалённо,Не указано
36615,React разработчик,development,МТС,middle,221000,https://hirehi.ru/development/react-razrabotchik-36615,удалённо,РФ
36614,smm manager,marketing,NDA,junior,64000,https://hirehi.ru/marketing/smm-manager-36614,удалённо,Не указано
36613,product designer,design,Rockup,senior,366000,https://hirehi.ru/design/product-designer-36613,удалённо,Не указано
36612,product designer,design,NDA,senior,400000,https://hirehi.ru/design/product-designer-36612,удалённо,Не указано
36611,продакт менеджер,management,Syntez25,senior,350000,https://hirehi.ru/management/prodakt-menedzher-36611,удалённо,Не указано
36605,Руководитель отдела дизайна,design,Мандариновая лиса,lead,314800,https://hirehi.ru/design/rukovoditel-otdela-dizaina-36605,гибрид,Москва
36610,smm менеджер,marketing,NDA,middle,70000,https://hirehi.ru/marketing/smm-menedzher-36610,удалённо,Не указано
36609,backend developer,development,NDA,lead,547000,https://hirehi.ru/development/backend-developer-36609,удалённо,Не указано
36608,product owner,management,NDA,middle,251000,https://hirehi.ru/management/product-owner-36608,удалённо,Не указано
36607,site reliability engineer,devops,GBS,senior,250000,https://hirehi.ru/devops/site-reliability-engineer-36607,гибрид,Москва
36606,head of marketing,marketing,NDA,lead,372000,https://hirehi.ru/marketing/head-of-marketing-36606,офис,Санкт-Петербург
36604,System Analyst,analytics,Aston,lead,260000,https://hirehi.ru/analytics/system-analyst-36604,удалённо,Не указано
36603,контент-маркетолог,marketing,EU Unlockr,middle,127000,https://hirehi.ru/marketing/kontent-marketolog-36603,удалённо,Не указано
36602,business analyst,analytics,x.place,senior,302000,https://hirehi.ru/analytics/business-analyst-36602,удалённо,Не указано
36601,коммуникационный дизайнер,design,Плюс Фантех,middle,185000,https://hirehi.ru/design/kommunikatsionnyi-dizainer-36601,удалённо,РФ
36600,Бизнес аналитик,analytics,Альфа-Банк,senior,298000,https://hirehi.ru/analytics/biznes-analitik-36600,удалённо,РФ
36599,Business Analyst,analytics,УК ЭКТО Холдинг,junior,60000,https://hirehi.ru/analytics/business-analyst-36599,офис,Москва
36598,разработчик 1c,development,Магнит,intern,52000,https://hirehi.ru/development/razrabotchik-1c-36598,гибрид,Краснодар
36597,System Analyst,analytics,Сбер,senior,294000,https://hirehi.ru/analytics/system-analyst-36597,гибрид,Москва
36596,System Analyst,analytics,Сбер,middle,218000,https://hirehi.ru/analytics/system-analyst-36596,гибрид,Москва
36595,руководитель проекта,management,Сбер,senior,339000,https://hirehi.ru/management/rukovoditel-proekta-36595,гибрид,Не указано
36594,1С программист,development,Яндекс Лавка,senior,327000,https://hirehi.ru/development/1s-programmist-36594,офис,Москва
36593,python developer,development,Caterpillar,senior,448000,https://hirehi.ru/development/python-developer-36593,удалённо,Не указано
36592,Разработчик 1С,development,Daewoo,senior,200000,https://hirehi.ru/development/razrabotchik-1s-36592,офис,Москва
36591,automation qa,qa,БЮРО 1440,senior,302000,https://hirehi.ru/qa/automation-qa-36591,офис,Москва
36590,qa engineer (auto),qa,Цифровые привычки,middle,190000,https://hirehi.ru/qa/qa-engineer-auto-36590,удалённо,Не указано
36589,smm-специалист,marketing,Biorepair,middle,80000,https://hirehi.ru/marketing/smm-spetsialist-36589,удалённо,Не указано
36588,smm менеджер,marketing,Аукционный дом ON,junior,58000,https://hirehi.ru/marketing/smm-menedzher-36588,гибрид,Москва
36587,комьюнити-менеджер,marketing,Поколение,middle,60000,https://hirehi.ru/marketing/komyuniti-menedzher-36587,гибрид,Москва
36586,арт-директор,design,За_Природу,junior,71000,https://hirehi.ru/design/art-direktor-36586,гибрид,Воронеж
36585,project manager,management,NDA,middle,165000,https://hirehi.ru/management/project-manager-36585,удалённо,Не указано
36584,frontend разработчик,development,Codex,middle,110000,https://hirehi.ru/development/frontend-razrabotchik-36584,удалённо,Не указано
36583,golang developer,development,MIA Dev,senior,250000,https://hirehi.ru/development/golang-developer-36583,удалённо,Не указано
36582,c# developer,development,NDA,junior,100000,https://hirehi.ru/development/c-developer-36582,удалённо,Не указано
36581,automation qa,qa,БЮРО 1440,senior,276000,https://hirehi.ru/qa/automation-qa-36581,удалённо,Не указано
36580,ux/ui дизайнер,design,SYMALLOR,middle,233000,https://hirehi.ru/design/ux-ui-dizainer-36580,офис,Белград
36579,business analyst,analytics,NDA,middle,199000,https://hirehi.ru/analytics/business-analyst-36579,удалённо,Не указано
36578,Golang разработчик,development,Plata Card,middle,314000,https://hirehi.ru/development/golang-razrabotchik-36578,удалённо,Не указано
36577,python developer,development,The Cargo,middle,80000,https://hirehi.ru/development/python-developer-36577,офис,Ташкент
36576,разработчик python,development,Мегафон,middle,236000,https://hirehi.ru/development/razrabotchik-python-36576,офис,Москва
36575,python developer,development,MEDODS,junior,115000,https://hirehi.ru/development/python-developer-36575,удалённо,Не указано
36574,c++ developer,development,NDA,senior,287000,https://hirehi.ru/development/c-developer-36574,офис,Минск
36573,разработчик баз данных,development,Магнит,intern,59000,https://hirehi.ru/development/razrabotchik-baz-dannyh-36573,гибрид,Краснодар
36572,Java разработчик,development,Сбер,middle,241000,https://hirehi.ru/development/java-razrabotchik-36572,гибрид,Санкт-Петербург
36571,ML Engineer,development,Магнит,intern,72000,https://hirehi.ru/development/ml-engineer-36571,офис,Москва
36570,Backend разработчик,development,GRI,senior,340000,https://hirehi.ru/development/backend-razrabotchik-36570,удалённо,Не указано
36569,Системный аналитик,analytics,Альфа-Банк,middle,239000,https://hirehi.ru/analytics/sistemnyi-analitik-36569,удалённо,РФ
36568,Продуктовый аналитик,analytics,VK Видео,lead,396000,https://hirehi.ru/analytics/produktovyi-analitik-36568,гибрид,Москва
36567,ux/ui-дизайнер,design,WILIX,middle,154000,https://hirehi.ru/design/ux-ui-dizainer-36567,гибрид,Краснодар
36566,Project Manager,management,Авто.ру,middle,216000,https://hirehi.ru/management/project-manager-36566,гибрид,Москва
36565,Менеджер продукта,management,Авто.ру,senior,364000,https://hirehi.ru/management/menedzher-produkta-36565,гибрид,Санкт-Петербург
36564,DevOps Engineer,devops,Cloud.ru,senior,352000,https://hirehi.ru/devops/devops-engineer-36564,удалённо,РФ
36563,Data Analyst,analytics,NDA,middle,190000,https://hirehi.ru/analytics/data-analyst-36563,удалённо,Не указано
36562,Системный аналитик,analytics,Сбер,middle,217000,https://hirehi.ru/analytics/sistemnyi-analitik-36562,гибрид,Москва
36561,Java разработчик,development,Сбер,middle,217000,https://hirehi.ru/development/java-razrabotchik-36561,удалённо,РФ
36560,Python разработчик,development,Сбер,middle,224000,https://hirehi.ru/development/python-razrabotchik-36560,гибрид,Москва
36559,Python Developer,development,Сбер,senior,336000,https://hirehi.ru/development/python-developer-36559,офис,Москва
36558,маркетолог,marketing,Dragon Family,middle,189000,https://hirehi.ru/marketing/marketolog-36558,удалённо,Не указано
36557,node.js developer,development,NDA,senior,320000,https://hirehi.ru/development/node-js-developer-36557,удалённо,Не указано
36556,директор по маркетингу,marketing,NDA,lead,141000,https://hirehi.ru/marketing/direktor-po-marketingu-36556,удалённо,Не указано
36555,frontend developer,development,PayDepot,lead,477000,https://hirehi.ru/development/frontend-developer-36555,офис,Лимассол
36554,security engineer,devops,Wildberries,junior,116000,https://hirehi.ru/devops/security-engineer-36554,удалённо,Не указано
36553,marketing manager,marketing,DreamVR,middle,124000,https://hirehi.ru/marketing/marketing-manager-36553,удалённо,Не указано
36552,frontend developer,development,Qdata,middle,160000,https://hirehi.ru/development/frontend-developer-36552,гибрид,Астана
36551,Backend разработчик,development,SwapRail,middle,352000,https://hirehi.ru/development/backend-razrabotchik-36551,удалённо,Не указано
36550,Project Manager,management,FIX,senior,249000,https://hirehi.ru/management/project-manager-36550,удалённо,РФ
36549,директор по маркетингу,marketing,АО Медицина,lead,304000,https://hirehi.ru/marketing/direktor-po-marketingu-36549,офис,Москва
36548,менеджер по продукту,management,NDA,middle,245000,https://hirehi.ru/management/menedzher-po-produktu-36548,офис,Москва
36547,аналитик данных,analytics,СДЭк,middle,207000,https://hirehi.ru/analytics/analitik-dannyh-36547,удалённо,Не указано
36546,аналитик данных,analytics,ЭПЕКО,senior,234000,https://hirehi.ru/analytics/analitik-dannyh-36546,гибрид,Москва
36545,fullstack developer,development,NDA,middle,209000,https://hirehi.ru/development/fullstack-developer-36545,удалённо,Не указано
36544,Business Analyst,analytics,2ГИС,middle,205000,https://hirehi.ru/analytics/business-analyst-36544,удалённо,Не указано
36543,SMM-специалист,marketing,Social Discovery Group,senior,234000,https://hirehi.ru/marketing/smm-spetsialist-36543,удалённо,Не указано
36542,python разработчик,development,13FOX,intern,51000,https://hirehi.ru/development/python-razrabotchik-36542,удалённо,Не указано
36541,smm manager,marketing,WINRUN,middle,123000,https://hirehi.ru/marketing/smm-manager-36541,офис,Москва
36540,smm manager,marketing,NDA,lead,333000,https://hirehi.ru/marketing/smm-manager-36540,офис,Лимассол
36539,affiliate manager,marketing,NDA,middle,164000,https://hirehi.ru/marketing/affiliate-manager-36539,удалённо,Не указано
36538,менеджер по маркетингу,marketing,NDA,middle,161000,https://hirehi.ru/marketing/menedzher-po-marketingu-36538,офис,Не указано
36537,influencer manager,marketing,NDA,middle,141000,https://hirehi.ru/marketing/influencer-manager-36537,удалённо,Не указано
36536,Комьюнити-менеджер,marketing,Фоксфорд,middle,146000,https://hirehi.ru/marketing/komyuniti-menedzher-36536,удалённо,Не указано
36535,crm-маркетолог,marketing,NDA,junior,80000,https://hirehi.ru/marketing/crm-marketolog-36535,удалённо,Не указано
36534,таргетолог,marketing,NDA,middle,153000,https://hirehi.ru/marketing/targetolog-36534,удалённо,Не указано
36533,marketing specialist,marketing,NDA,junior,82000,https://hirehi.ru/marketing/marketing-specialist-36533,удалённо,Не указано
36532,system analyst,analytics,NDA,middle,220000,https://hirehi.ru/analytics/system-analyst-36532,удалённо,Не указано
36531,бизнес аналитик,analytics,Selecty,middle,240000,https://hirehi.ru/analytics/biznes-analitik-36531,удалённо,РФ
36530,data analyst,analytics,Omega Solutions,senior,350000,https://hirehi.ru/analytics/data-analyst-36530,удалённо,РФ
36529,flutter разработчик,development,NDA,intern,62000,https://hirehi.ru/development/flutter-razrabotchik-36529,удалённо,Не указано
36528,frontend developer,development,Insperia,middle,211000,https://hirehi.ru/development/frontend-developer-36528,удалённо,Не указано
36527,python developer,development,MySky,middle,290000,https://hirehi.ru/development/python-developer-36527,удалённо,Не указано
36526,разработчик sql,development,NDA,middle,256000,https://hirehi.ru/development/razrabotchik-sql-36526,удалённо,РФ
36525,fastapi developer,development,.wrk,middle,214000,https://hirehi.ru/development/fastapi-developer-36525,удалённо,Не указано
36524,c++ developer,development,IFellow,senior,240000,https://hirehi.ru/development/c-developer-36524,удалённо,РФ
36523,веб-дизайнер,design,Oxem,middle,120000,https://hirehi.ru/design/veb-dizainer-36523,удалённо,Не указано
36522,системный аналитик,analytics,NDA,senior,350000,https://hirehi.ru/analytics/sistemnyi-analitik-36522,удалённо,Не указано
36521,системный аналитик,analytics,Forrards,middle,200000,https://hirehi.ru/analytics/sistemnyi-analitik-36521,удалённо,РФ
36520,qa engineer (manual),qa,Онмун,middle,150000,https://hirehi.ru/qa/qa-engineer-manual-36520,удалённо,Не указано
36519,quality engineer (auto),qa,Bulberry Studio,lead,308000,https://hirehi.ru/qa/quality-engineer-auto-36519,удалённо,Не указано
36518,тестировщик (auto),qa,NDA,intern,47000,https://hirehi.ru/qa/testirovschik-auto-36518,удалённо,Не указано
36517,инженер по тестированию (auto),qa,Prideinbrains,middle,198000,https://hirehi.ru/qa/inzhener-po-testirovaniyu-auto-36517,удалённо,РФ
36516,веб-дизайнер,design,EXBO,junior,87000,https://hirehi.ru/design/veb-dizainer-36516,удалённо,Не указано
36515,ux/ui designer,design,Velvetech,middle,184000,https://hirehi.ru/design/ux-ui-designer-36515,удалённо,Не указано
36514,digital дизайнер,design,Pitch,middle,89000,https://hirehi.ru/design/digital-dizainer-36514,удалённо,Не указано
36513,Product Owner,management,Yandex Cloud,middle,267000,https://hirehi.ru/management/product-owner-36513,гибрид,Москва
36512,project manager,management,NDA,middle,100000,https://hirehi.ru/management/project-manager-36512,удалённо,Не указано
36511,android developer,development,inDrive,middle,253000,https://hirehi.ru/development/android-developer-36511,гибрид,Не указано
36510,support engineer,devops,Т1,middle,228000,https://hirehi.ru/devops/support-engineer-36510,удалённо,Не указано
36509,директор по продукту,management,MEDvidi,lead,497000,https://hirehi.ru/management/direktor-po-produktu-36509,удалённо,Не указано
36508,product manager,management,AppStorm,middle,213000,https://hirehi.ru/management/product-manager-36508,удалённо,Не указано
36507,golang developer,development,Exness,senior,434000,https://hirehi.ru/development/golang-developer-36507,офис,Не указано
36506,ppc specialist,marketing,NDA,senior,238000,https://hirehi.ru/marketing/ppc-specialist-36506,удалённо,Не указано
36505,графический дизайнер,design,Yonder Media Mobile,middle,138000,https://hirehi.ru/design/graficheskii-dizainer-36505,удалённо,Не указано
36504,системный аналитик,analytics,NDA,middle,226000,https://hirehi.ru/analytics/sistemnyi-analitik-36504,удалённо,Не указано
36503,marketing manager,marketing,NDA,lead,274000,https://hirehi.ru/marketing/marketing-manager-36503,удалённо,Не указано
36502,media buyer,marketing,NDA,middle,153000,https://hirehi.ru/marketing/media-buyer-36502,удалённо,Не указано
36501,product manager,management,NDA,middle,240000,https://hirehi.ru/management/product-manager-36501,удалённо,Не указано
36500,head of affiliate,marketing,NDA,lead,350000,https://hirehi.ru/marketing/head-of-affiliate-36500,удалённо,Не указано
36499,ml engineer,development,10arx,senior,455000,https://hirehi.ru/development/ml-engineer-36499,удалённо,Не указано
36498,engineering manager,development,MEDvidi,lead,492000,https://hirehi.ru/development/engineering-manager-36498,удалённо,Не указано
36497,automation qa,qa,Wisebits,senior,282000,https://hirehi.ru/qa/automation-qa-36497,удалённо,Не указано
36496,graphic designer,design,NDA,middle,121000,https://hirehi.ru/design/graphic-designer-36496,гибрид,Минск
36495,старший менеджер продукта,management,ВКонтакте,senior,390000,https://hirehi.ru/management/starshii-menedzher-produkta-36495,гибрид,Москва
36494,business analyst,analytics,NDA,middle,199000,https://hirehi.ru/analytics/business-analyst-36494,удалённо,Не указано
36493,project manager,management,Kolesa Group,lead,80000,https://hirehi.ru/management/project-manager-36493,офис,Алматы
36492,automation qa,qa,Yonder Media Mobile,senior,371000,https://hirehi.ru/qa/automation-qa-36492,удалённо,Не указано
36491,Дата аналитик,analytics,Авито,middle,249000,https://hirehi.ru/analytics/data-analitik-36491,удалённо,Не указано
36490,devops/sre engineer,devops,ITSell,senior,300000,https://hirehi.ru/devops/devops-sre-engineer-36490,удалённо,Не указано
36489,head of affiliate,marketing,NDA,lead,330000,https://hirehi.ru/marketing/head-of-affiliate-36489,удалённо,Не указано
36488,Graphic Designer,design,Feerique,senior,171000,https://hirehi.ru/design/graphic-designer-36488,гибрид,Москва
36487,marketing manager,marketing,NDA,middle,153000,https://hirehi.ru/marketing/marketing-manager-36487,удалённо,Не указано
36486,go разработчик,development,NDA,senior,338000,https://hirehi.ru/development/go-razrabotchik-36486,удалённо,Не указано
36485,Дизайнер продукта,design,Цифровые Образовательные Решения,senior,258000,https://hirehi.ru/design/dizainer-produkta-36485,удалённо,Не указано
36484,аналитик данных,analytics,ДОМ.РФ,middle,201000,https://hirehi.ru/analytics/analitik-dannyh-36484,гибрид,Москва
36483,Marketing Analyst,marketing,Самолет,middle,205000,https://hirehi.ru/marketing/marketing-analyst-36483,гибрид,Москва
36482,Java разработчик,development,ДОМ.РФ,senior,351000,https://hirehi.ru/development/java-razrabotchik-36482,гибрид,Москва
36481,Python Developer,development,Электросервис-Р,middle,202000,https://hirehi.ru/development/python-developer-36481,удалённо,Не указано
36480,data engineer,development,deeplay,junior,130000,https://hirehi.ru/development/data-engineer-36480,удалённо,Не указано
36479,Продуктовый дизайнер,design,Яндекс Крауд,senior,266000,https://hirehi.ru/design/produktovyi-dizainer-36479,гибрид,Не указано
36478,Тестировщик (auto),qa,Альфа-Банк,middle,211000,https://hirehi.ru/qa/testirovschik-auto-36478,удалённо,РФ
36477,UX/UI Designer,design,GS Labs,senior,223000,https://hirehi.ru/design/ux-ui-designer-36477,удалённо,Не указано
36476,ai engineer,development,КРОК,lead,406000,https://hirehi.ru/development/ai-engineer-36476,офис,Москва
36475,product manager,management,NDA,middle,176000,https://hirehi.ru/management/product-manager-36475,гибрид,Минск
36474,automation qa,qa,Альфа-Банк,middle,224000,https://hirehi.ru/qa/automation-qa-36474,удалённо,РФ
36473,ai engineer,development,МТС,senior,348000,https://hirehi.ru/development/ai-engineer-36473,удалённо,Не указано
36472,бизнес аналитик,analytics,Nrav,middle,150000,https://hirehi.ru/analytics/biznes-analitik-36472,офис,Москва
36471,маркетолог,marketing,EmphaSoft,senior,221000,https://hirehi.ru/marketing/marketolog-36471,удалённо,Не указано
36470,графический дизайнер,design,NDA,middle,110000,https://hirehi.ru/design/graficheskii-dizainer-36470,удалённо,Не указано
36469,rust developer,development,Lagrange Labs,senior,480000,https://hirehi.ru/development/rust-developer-36469,удалённо,Не указано
36468,product lead,management,BridgeApp,lead,477000,https://hirehi.ru/management/product-lead-36468,офис,Лимассол
36467,Android Developer,development,Andersen,middle,254000,https://hirehi.ru/development/android-developer-36467,удалённо,Не указано
36466,media buyer,marketing,NDA,middle,179000,https://hirehi.ru/marketing/media-buyer-36466,удалённо,Не указано
36464,системный инженер,devops,JetBrains,senior,512000,https://hirehi.ru/devops/sistemnyi-inzhener-36464,гибрид,Не указано
36463,qa инженер (manual),qa,Сбер,middle,188000,https://hirehi.ru/qa/qa-inzhener-manual-36463,гибрид,Москва
36462,Frontend Developer,development,aic.,middle,168000,https://hirehi.ru/development/frontend-developer-36462,удалённо,Не указано
36461,php developer,development,NDA,senior,358000,https://hirehi.ru/development/php-developer-36461,удалённо,Не указано
36460,product manager,management,NDA,senior,397000,https://hirehi.ru/management/product-manager-36460,удалённо,Не указано
36459,fullstack разработчик,development,NDA,middle,199000,https://hirehi.ru/development/fullstack-razrabotchik-36459,удалённо,Не указано
36457,python разработчик,development,Домклик,middle,257000,https://hirehi.ru/development/python-razrabotchik-36457,удалённо,РФ
36456,marketing manager,marketing,Next Genium,middle,45000,https://hirehi.ru/marketing/marketing-manager-36456,удалённо,Не указано
36455,Дизайнер продукта,design,Ozon,middle,213000,https://hirehi.ru/design/dizainer-produkta-36455,гибрид,Москва
